CodigoItem	DescricaoItem	CodNovo_GrupoEstoque	NomeNovo_GrupoEstoque	Cod_GrupoEstoque_Old	NomeGrupoEstoque_Old	CodNovo_SubGrupo	NomeNovo_SubGrupo	Cod_SubGrupo_Old	NomeSubGrupo_Old	CodNovo_FC	NomeNovo_FC	CodFC_Old	NomeFC_Old
100941	ABRACADEIRA P/MANGUEIRA DIAM 22MM MAT ACO	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000046	ABRACADEIRAS	00000046	ABRACADEIRAS
100778	ABRACADEIRA P/MANGUEIRA DIAM 4/8POL MAT ACO	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000046	ABRACADEIRAS	00000046	ABRACADEIRAS
100779	ABRACADEIRA P/MANGUEIRA DIAM 9MM MAT ACO	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000046	ABRACADEIRAS	00000046	ABRACADEIRAS
100137	ABRACADEIRA P/MANGUEIRA DIAM MANG 3/4POL MAT AC	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000046	ABRACADEIRAS	00000046	ABRACADEIRAS
101016	ABRACADEIRA P/MANGUEIRA DIAM MANGUEIRA 1.1/2POL MAT ACO	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000046	ABRACADEIRAS	00000046	ABRACADEIRAS
1013282	ABRACADEIRA REFORCADA COMPONENTE APLICACAO VEICULO MODELO 24.280 2TE117273 VOLKSWAGEN	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000071	COMPONENTES VEICULOS	00000046	ABRACADEIRAS	132	COMPONENTES VEICULOS
101201	ABRACADEIRA REGULAVEL FAIXA 13-19 LARG 9MM MAT ACO CARB REG PARAFUSO AC CARB	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000046	ABRACADEIRAS	00000046	ABRACADEIRAS
101200	ABRACADEIRA REGULAVEL FAIXA 19-27 LARG 14MM MAT ACO CARB REG PARAFUSO AC CARB	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000046	ABRACADEIRAS	00000046	ABRACADEIRAS
1013283	ABRACADEIRA TENSORA 60MM COMPONENTE APLICACAO VEICULO MODELO 24.280 BH3T6N8 VOLKSWAGEN	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000057	ELEM. E DISPOSIT. DE FIXACAO	00000071	COMPONENTES VEICULOS	00000046	ABRACADEIRAS	132	COMPONENTES VEICULOS
001221	ACESSORIO MASCARA/RESPIRADOR ADAPTADOR CENTRAL MASCARA FACIAL INTEIRA 6800 6864 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001224	ACESSORIO MASCARA/RESPIRADOR ANEL BORRACHA VEDACAO MASCARA FACIAL INTEIRA 6800 6895 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001225	ACESSORIO MASCARA/RESPIRADOR COPA NASAL HB004317671 MASCARA 6800 6894 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001226	ACESSORIO MASCARA/RESPIRADOR LENTE REPOSICAO MASCARA FACIAL INTEIRA 6800 6898 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001227	ACESSORIO MASCARA/RESPIRADOR RETENTOR 501 FILTRO MASCARA FACIAL INTEIRA 6800 501 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001228	ACESSORIO MASCARA/RESPIRADOR SUPORTE LENTE MASCARA FACIAL INTEIRA 6800 6899 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001229	ACESSORIO MASCARA/RESPIRADOR TIRANTE MASCARA FACIAL INTEIRA 6800 6897 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001230	ACESSORIO MASCARA/RESPIRADOR VALVULA EXALACAO MASCARA FACIAL INTEIRA 6800 6893 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001231	ACESSORIO MASCARA/RESPIRADOR VALVULA EXALACAO MASCARA FACIAL INTEIRA 6800 7583 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
001232	ACESSORIO MASCARA/RESPIRADOR VALVULA INALACAO MASCARA FACIAL INTEIRA 6800 6889 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	00000029	MATERIAL USO/CONSUMO	00000136	HIGIENE, SAUDE E SEGURANCA	00000042	EPI	00000022	EQUIPAMENTOS PROTECAO INDIVIDU	00000022	EQUIPAMENTOS PROTECAO INDIVIDU
100831	ACOPLADOR HIDRAULICO MAT SAE 1020 GALVANIZADO TIPO RETO CONEX 1/9NPT S/VALVULA RETENCAO	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000059	LUBRIFICADORES E ACESSORIOS	00000059	LUBRIFICADORES E ACESSORIOS	126	ACESSORIOS P/LUBRIFICACAO	126	ACESSORIOS P/LUBRIFICACAO
100626	ACUCAR CRISTAL 1KG	07000011	MATERIAL DE COPA E COZINHA	00000029	MATERIAL USO/CONSUMO	00000121	PRODUTOS ALIMENTICIOS	102	PRODUTOS ALIMENTICIOS	103	MAT. P/PREPARACAO ALIMENTOS	103	MAT. P/PREPARACAO ALIMENTOS
001000	ACUCAR REFINADO 1KG	07000011	MATERIAL DE COPA E COZINHA	00000029	MATERIAL USO/CONSUMO	00000121	PRODUTOS ALIMENTICIOS	102	PRODUTOS ALIMENTICIOS	103	MAT. P/PREPARACAO ALIMENTOS	103	MAT. P/PREPARACAO ALIMENTOS
001001	ACUCAR REFINADO SACHE CX C/1000 UN	07000011	MATERIAL DE COPA E COZINHA	00000029	MATERIAL USO/CONSUMO	00000121	PRODUTOS ALIMENTICIOS	102	PRODUTOS ALIMENTICIOS	103	MAT. P/PREPARACAO ALIMENTOS	103	MAT. P/PREPARACAO ALIMENTOS
100627	ACUCAR REFINADO SACHE CX C/400 UN	07000011	MATERIAL DE COPA E COZINHA	00000029	MATERIAL USO/CONSUMO	00000121	PRODUTOS ALIMENTICIOS	102	PRODUTOS ALIMENTICIOS	103	MAT. P/PREPARACAO ALIMENTOS	103	MAT. P/PREPARACAO ALIMENTOS
100583	ADAPTADOR COMPONENTE APLICACAO EMPILHADEIRA MODELO 8FG 06799 TOYOTA	07000020	PART/PECAS MANUT. EMPILHADEIRA	00000029	MATERIAL USO/CONSUMO	00000051	COMPONENTES MAQUINAS E EQUIP	00000051	COMPONENTES MAQUINAS E EQUIP	120	COMPONENTES MAQUINAS E EQUIP	120	COMPONENTES MAQUINAS E EQUIP
210309	ADAPTADOR IPLACE MULTIPORTAS UBSC-C HDMI AMIP	07000022	PARTES/PEÇAS EQUIP. INFORMAT.	00000029	MATERIAL USO/CONSUMO	00000104	PAPELARIA, INFORMATICA, ESCRIT	00000026	INFORMATICA	00000018	INFORMATICA SUPRIMENTOS, EQUIP	00000018	INFORMATICA SUPRIMENTOS, EQUIP
100342	ADAPTADOR MACHO P/MANGUEIRA MAT AL EXTREMIDADE MACHO A 3/8POL EXTREMIDADE MACHO B 1/4POL S/TRAVA	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000049	MANGUEIRAS E TERMINAIS	00000049	MANGUEIRAS E TERMINAIS	00000034	TERMINAL P/MANGUEIRA E ACESSOR	00000034	TERMINAL P/MANGUEIRA E ACESSOR
100830	ADAPTADOR MACHO P/MANGUEIRA MAT ALUMINIO EXTREM MACHO A 11/16POL EXTREM MACHO B 7/16POL S/TRAVA	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000049	MANGUEIRAS E TERMINAIS	00000049	MANGUEIRAS E TERMINAIS	00000034	TERMINAL P/MANGUEIRA E ACESSOR	00000034	TERMINAL P/MANGUEIRA E ACESSOR
1013173	ADAPTADOR MACHO/ENGATE RAPIDO MAT ACO TIPO ENGATE 1/4NPT MACHO 1/4POL	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000058	TUBOS, CONEXOES E ACESSORIOS	00000058	TUBOS, CONEXOES E ACESSORIOS	00000078	CONEXOES METALICAS	00000078	CONEXOES METALICAS
1013291	ADAPTADOR MACHO/FEMEA MAT ACO CONEX MACHO 9/16POL CONEX FEMEA 3/8POL	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000058	TUBOS, CONEXOES E ACESSORIOS	00000058	TUBOS, CONEXOES E ACESSORIOS	00000078	CONEXOES METALICAS	00000171	CONEXOES E ACESSORIOS P/CIRC.
1013096	ADAPTADOR MACHO/FEMEA MAT LATAO CONEX MACHO 1/4POL FEMEA 5/6POL	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000058	TUBOS, CONEXOES E ACESSORIOS	00000058	TUBOS, CONEXOES E ACESSORIOS	00000078	CONEXOES METALICAS	00000171	CONEXOES E ACESSORIOS P/CIRC.
1013064	ADAPTADOR P/PLUGUE CONECTOR DIM 1X1X5CM BNC RETO MACHO MAT CORPO PLASTICO ISOL PRETO	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000097	MATERIAIS ELETRICOS	108	ELETRICA	00000068	CONECTORES E TERMINAIS	00000068	CONECTORES E TERMINAIS
1013063	ADAPTADOR P/PLUGUE CONECTOR DIM 35X17X15MM P4 RETO MACHO MAT CORPO PLASTICO ISOL PRETO	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000097	MATERIAIS ELETRICOS	108	ELETRICA	00000068	CONECTORES E TERMINAIS	00000068	CONECTORES E TERMINAIS
10133786	ADAPTADOR P/REDE COMUNICACAO ETHERNET GB UE300C CONEXAO RJ45	07000022	PARTES/PEÇAS EQUIP. INFORMAT.	00000029	MATERIAL USO/CONSUMO	00000104	PAPELARIA, INFORMATICA, ESCRIT	00000097	MATERIAIS ELETRICOS	00000018	INFORMATICA SUPRIMENTOS, EQUIP	00000018	INFORMATICA SUPRIMENTOS, EQUIP
100393	ADAPTADOR PVC RIGIDO PREDIAL AGUA FRIA TIPO CONEXAO ROSCA DIAM/ROSCA 25MM	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000058	TUBOS, CONEXOES E ACESSORIOS	00000058	TUBOS, CONEXOES E ACESSORIOS	128	CONEXOES NAO METALICAS	128	CONEXOES NAO METALICAS
101044	ADAPTADOR TIPO C 1 ENT HDMI 2 SAIDAS HDMI/USB/FEMEA COR BR COMP CABO 14CM	07000022	PARTES/PEÇAS EQUIP. INFORMAT.	00000029	MATERIAL USO/CONSUMO	00000104	PAPELARIA, INFORMATICA, ESCRIT	00000026	INFORMATICA	00000018	INFORMATICA SUPRIMENTOS, EQUIP	00000018	INFORMATICA SUPRIMENTOS, EQUIP
100024	ADAPTADOR TIPO C 1 ENT HDMI 3 SAIDAS HDMI/USB/FEMEA TIPO C COR PRATA COMP CABO 10CM	07000022	PARTES/PEÇAS EQUIP. INFORMAT.	00000029	MATERIAL USO/CONSUMO	00000104	PAPELARIA, INFORMATICA, ESCRIT	00000026	INFORMATICA	00000018	INFORMATICA SUPRIMENTOS, EQUIP	00000018	INFORMATICA SUPRIMENTOS, EQUIP
1013138	ADEGA P/VINHO TENSAO 50W CAPACIDADE 8 GARRAFAS DIM 51,2X45,5X25,2CM	07000017	BRINDES	00000029	MATERIAL USO/CONSUMO	00000113	EQUIP. COMERCIAIS	107	EQUIP. COMERCIAIS	111	EQUIPAMENTOS COMERCIAIS	111	EQUIPAMENTOS COMERCIAIS
100749	ADESIVO CONTATO P/CONCRETO ESTADO FISICO LIQUIDO VISCOSO BALDE 3,6KGS	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	144	ADESIVOS, FITAS  E SOLU. QUIM.
100696	ADESIVO CONTATO P/CONCRETO ESTADO FISICO LIQUIDO VISCOSO EMB BISNAGA 20G	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	00000042	ADESIVOS E COLAS
100136	ADESIVO INSTANTANEO BASE CIANOCRILATO EMB 20G	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000055	TINTA, MATERIAIS PARA PINTURA	144	ADESIVOS, FITAS  E SOLU. QUIM.	00000042	ADESIVOS E COLAS
100396	ADESIVO PLASTICO P/PVC FRASCO 175G	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	00000042	ADESIVOS E COLAS
1013042	ADESIVO RESINA SINTETICA ARGAMASSA MONOCOMPONENTE EMB 3,6L	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	00000165	ADESIVOS, FITAS ANTICOR E SOLU
100595	ADESIVO SELANTE BICOMPONENTE COR BR 400G	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	144	ADESIVOS, FITAS  E SOLU. QUIM.
100594	ADESIVO SELANTE BICOMPONENTE COR CZ 400G	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	144	ADESIVOS, FITAS  E SOLU. QUIM.
100118	ADESIVO SELANTE BICOMPONENTE COR INC 400G	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000055	TINTA, MATERIAIS PARA PINTURA	144	ADESIVOS, FITAS  E SOLU. QUIM.	00000042	ADESIVOS E COLAS
100892	ADESIVO SINTETICO COR BRANCO TEMPO SECAGEM 12H GALAO 1L	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	144	ADESIVOS, FITAS  E SOLU. QUIM.
10039206	ADESIVO TRAVA ROSCA TORQUE 5NM LOCTITE 275 EMB 50G	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	144	ADESIVOS, FITAS  E SOLU. QUIM.
100541	ADESIVO VEDACAO BASE SILICONE COR ALUMINIO EMB 280G	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	144	ADESIVOS, FITAS  E SOLU. QUIM.
100542	ADESIVO VEDACAO BASE SILICONE COR TRANSPARENTE EMB 280G	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	00000063	TINTA, MAT. P/PINTURA, ADESIVO	144	ADESIVOS, FITAS  E SOLU. QUIM.	144	ADESIVOS, FITAS  E SOLU. QUIM.
100615	ADITIVO P/CONCRETO ACELERADOR APRESENTACAO GALAO C/3,6LT	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000041	MATERIAIS P/CONSTRUCAO CIVIL	00000041	MATERIAIS P/CONSTRUCAO CIVIL	00000095	CIMENTO E AGREGADOS	00000095	CIMENTO E AGREGADOS
101243	ADITIVO P/CONCRETO TIPO VEDACITI ULTRA-RAPIDO 3,6LT	07000012	MATERIAIS MANUTENCAO PREDIAL	00000029	MATERIAL USO/CONSUMO	00000041	MATERIAIS P/CONSTRUCAO CIVIL	00000041	MATERIAIS P/CONSTRUCAO CIVIL	00000095	CIMENTO E AGREGADOS	00000095	CIMENTO E AGREGADOS
100558	ADITIVO P/OLEO COMBUSTIVEL LIQUIDO REDUCAO FALHAS DENS 0,83G/CM3 EMB 200ML	07000008	COMBUSTIVEL E LUBRIFICANTE	00000029	MATERIAL USO/CONSUMO	00000053	LUBRIF, OLEOS HIDRAULICOS	00000053	LUBRIF, OLEOS HIDRAULICOS	112	COMBUSTIVEIS LIQUIDOS	112	COMBUSTIVEIS LIQUIDOS
101058	ADITIVO P/RADIADOR BASE MONOETILENOGLICOL ARREFECIMENTO EMB 1L	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000052	MAT P/MOTOS E AUTOMOTIVOS	00000071	COMPONENTES VEICULOS	00000032	ACESSORIOS P/MOTOS/AUTOMOVEIS	132	COMPONENTES VEICULOS
100095	ADITIVO P/RADIADOR BASE MONOETILENOGLICOL GALAO 2L	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000052	MAT P/MOTOS E AUTOMOTIVOS	00000052	MAT P/MOTOS E AUTOMOTIVOS	00000032	ACESSORIOS P/MOTOS/AUTOMOVEIS	00000032	ACESSORIOS P/MOTOS/AUTOMOVEIS
001003	ADOCANTE DIETETICO ESTADO FISICO LIQ VALOR CALORICO 0,1KCAL EMB 100ML	07000011	MATERIAL DE COPA E COZINHA	00000029	MATERIAL USO/CONSUMO	00000121	PRODUTOS ALIMENTICIOS	102	PRODUTOS ALIMENTICIOS	103	MAT. P/PREPARACAO ALIMENTOS	103	MAT. P/PREPARACAO ALIMENTOS
001002	ADOCANTE DIETETICO ESTADO FISICO PO VALOR CALORICO 0,1KCAL EMB C/50UN 0,6G	07000011	MATERIAL DE COPA E COZINHA	00000029	MATERIAL USO/CONSUMO	00000121	PRODUTOS ALIMENTICIOS	102	PRODUTOS ALIMENTICIOS	103	MAT. P/PREPARACAO ALIMENTOS	103	MAT. P/PREPARACAO ALIMENTOS
100051	AGENTE CONTROLE ESTADO FISICO LIQUIDO ARLA 32	07000009	MATERIAL DE CONSUMO	00000029	MATERIAL USO/CONSUMO	00000047	PRODUTOS QUIM. USO ESPECIFICO	00000047	PRODUTOS QUIM. USO ESPECIFICO	116	PROD. QUIMICOS INDUSTRIAIS	116	PROD. QUIMICOS INDUSTRIAIS
