CodigoItem	DescricaoItem	CodNovo_GrupoEstoque	NomeNovo_GrupoEstoque	Cod_GrupoEstoque_Old	NomeGrupoEstoque_Old	CodNovo_SubGrupo	NomeNovo_SubGrupo	Cod_SubGrupo_Old	NomeSubGrupo_Old	CodNovo_FC	NomeNovo_FC	CodFC_Old	NomeFC_Old
14000430	ABRAÇADEIRA FLEXIL R/S FIM 89-108MM	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	00000119	MATERIAL USO/CONSUMO	135	ABRACADEIRAS	135	ABRACADEIRAS
14000433	ABRAÇADEIRA FLEXIL R/S FIM 9-13MM	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	00000119	MATERIAL USO/CONSUMO	135	ABRACADEIRAS	135	ABRACADEIRAS
10038731	ABRACADEIRA P/ELETRODUTO C/CHAVETA TIPO 3/4 D DIM 20X20X10CM MAT AC SAE 1010/1020 ACAB ZINCADO	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0072	ELEM. E DISPOSIT. DE FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
100397610	ABRACADEIRA P/ELETRODUTO TIPO DN DIM 3/4POL MAT PVC	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0072	ELEM. E DISPOSIT. DE FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
10038422	ABRACADEIRA P/MANGUEIRA DIAM MANG 3POL MAT ACO REFORCADO	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
14000360	ABRAÇADEIRA PLÁSTICA HELLRMANN TYTON NATURAL 100MM X 2,5MM.	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	00000119	MATERIAL USO/CONSUMO	135	ABRACADEIRAS	135	ABRACADEIRAS
14000359	ABRAÇADEIRA PLÁSTICA HELLRMANN TYTON NATURAL 245MM X 4,6MM.	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	00000119	MATERIAL USO/CONSUMO	135	ABRACADEIRAS	135	ABRACADEIRAS
14000358	ABRAÇADEIRA PLÁSTICA HELLRMANN TYTON NATURAL 390MM X 7,6MM.	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	00000119	MATERIAL USO/CONSUMO	135	ABRACADEIRAS	135	ABRACADEIRAS
14000357	ABRAÇADEIRA PLÁSTICA HELLRMANN TYTON NATURAL 535MM X 13,1MM	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	00000119	MATERIAL USO/CONSUMO	135	ABRACADEIRAS	135	ABRACADEIRAS
100397632	ABRACADEIRA REGULAVEL 70-83MM LARG 14,5MM MAT ACO GALV DISPOSITIVO REG PARAFUSO ACO CARB TIPO	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0072	ELEM. E DISPOSIT. DE FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003257	ABRACADEIRA ROSCA S/ FIM 10-13MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
200209	ABRAÇADEIRA ROSCA S/ FIM 12-16MM	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003258	ABRACADEIRA ROSCA S/ FIM 13-16MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003259	ABRACADEIRA ROSCA S/ FIM 19-25MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003260	ABRACADEIRA ROSCA S/ FIM 25-38MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003261	ABRACADEIRA ROSCA S/ FIM 32-44MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003262	ABRACADEIRA ROSCA S/ FIM 38-51MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003263	ABRACADEIRA ROSCA S/ FIM 51-64MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003264	ABRACADEIRA ROSCA S/ FIM 76-89MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003256	ABRACADEIRA ROSCA S/ FIM 8-13MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003265	ABRACADEIRA ROSCA S/ FIM 83-102MM GALVANIZADA	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003255	ABRACADEIRA ROSCA SEM FIM 14,50MM 121-140 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003245	ABRACADEIRA ROSCA SEM FIM 14,50MM 13-19 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003247	ABRACADEIRA ROSCA SEM FIM 14,50MM 14-22 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003252	ABRACADEIRA ROSCA SEM FIM 14,50MM 152-171 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003242	ABRACADEIRA ROSCA SEM FIM 14,50MM 19-27 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003253	ABRACADEIRA ROSCA SEM FIM 14,50MM 203-222 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003246	ABRACADEIRA ROSCA SEM FIM 14,50MM 22-32 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003254	ABRACADEIRA ROSCA SEM FIM 14,50MM 241-260 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003241	ABRACADEIRA ROSCA SEM FIM 14,50MM 32-44 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003244	ABRACADEIRA ROSCA SEM FIM 14,50MM 38-51 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003250	ABRACADEIRA ROSCA SEM FIM 14,50MM 44-57 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003243	ABRACADEIRA ROSCA SEM FIM 14,50MM 51-64 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003248	ABRACADEIRA ROSCA SEM FIM 14,50MM 57-76 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003251	ABRACADEIRA ROSCA SEM FIM 14,50MM 76-95 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003240	ABRACADEIRA ROSCA SEM FIM 14,50MM 89-108 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
1003249	ABRACADEIRA ROSCA SEM FIM 14,50MM 95-114 ACO INOX	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	0022	FIXACAO	135	ABRACADEIRAS	135	ABRACADEIRAS
14000424	ABRAÇADEIRA TIPO D 1" - C/  PARAFUSO	07000009	MATERIAL DE CONSUMO	07000000	MATERIAL USO/CONSUMO	00000264	ELEM. E DISPOSIT. DE FIXACAO	00000119	MATERIAL USO/CONSUMO	135	ABRACADEIRAS	135	ABRACADEIRAS
10039147	ABRIGO EPI PARA HIDRANTE/MANGUEIRA PORTA DUPLA VISOR POLICABORNATO MAT CHAPA DE ACO VER DIM 120X90X17CM	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0054	HIGIENE, SAUDE E SEGURANCA	158	SEGURANCA INDUSTRIAL PECAS	158	SEGURANCA INDUSTRIAL PECAS
100397412	ACABAMENTO P/VALVULA DESCARGA MAT ACO CROMO FORM RETANG DIM 11X11CM ACIONADOR QUADRADO	07000012	MATERIAIS MANUTENCAO PREDIAL	07000000	MATERIAL USO/CONSUMO	00000176	MATERIAIS P/CONSTRUCAO CIVIL	00000176	MATERIAIS P/CONSTRUCAO CIVIL	179	HIDRAUL, SANIT. E ACESSORIOS	179	HIDRAUL, SANIT. E ACESSORIOS
1003268	ACCESS POINT WI-FI 2.4-300/5.0-867MBPS UBIQUITI UNIFI UAP-AC-LITE INDOOR	07000022	PARTES/PEÇAS EQUIP. INFORMAT.	07000000	MATERIAL USO/CONSUMO	00000245	PAPELARIA, INFORMATICA, ESCRIT	0025	INFORMATICA	00000371	INFORMATICA SUPRIMENTOS, EQUIP	00000371	INFORMATICA SUPRIMENTOS, EQUIP
1003396	ACESSORIO MASCARA/RESPIRADOR ADAPTADOR CENTRAL MASCARA FACIAL INTEIRA 6800 6864 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
1003397	ACESSORIO MASCARA/RESPIRADOR ANEL BORRACHA 6800 MASCARA FACIAL INTEIRA 6800 6800 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
1003398	ACESSORIO MASCARA/RESPIRADOR ANEL BORRACHA MODELO H0001859687 MASCARA FACIAL INTEIRA 6800 6895 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
1003400	ACESSORIO MASCARA/RESPIRADOR COPA NASAL HB004317671 MASCARA 6800 6894 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
1003401	ACESSORIO MASCARA/RESPIRADOR LENTE REPOSICAO MASCARA FACIAL INTEIRA 6800 6898 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
1003402	ACESSORIO MASCARA/RESPIRADOR RETENTOR 501 FILTRO MASCARA FACIAL INTEIRA 6800 501 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
1003403	ACESSORIO MASCARA/RESPIRADOR SUPORTE LENTE MASCARA FACIAL INTEIRA 6800 6899 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
1003404	ACESSORIO MASCARA/RESPIRADOR TIRANTE MASCARA FACIAL INTEIRA 6800 6897 3M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000000	MATERIAL USO/CONSUMO	00000270	HIGIENE, SAUDE E SEGURANCA	0018	EPI	119	EQUIPAMENTOS PROTECAO INDIVIDU	119	EQUIPAMENTOS PROTECAO INDIVIDU
